,0,1
981,hark listen atmosphere tornado aggregation cocaine,0
982,the regent of kajola,1
983,surprising sienna start,0
984,lovesick,1
985,winter of beauty,1
986,the office,1
987,through soft air,1
988,the quest begins,1
989,larvie learns a lesson,1
990,the major and the pickpocket,1
991,planate flat tough with unsound in invalid but,0
992,the sorceress of rome,1
993,marshall hollenzer is driving,1
994,failure,1
995,valerian at flower breed,0
996,glamour,1
997,gyroplane white albescent in maisonette good,0
998,salem falls,1
999,quentin durward,1
1000,the magistrate of gower,1
1001,the art of effective dreaming,1
1002,petabyte megabyte for of from gigabyte,0
1003,robinson,1
1004,trajan crosby assassinator but murderer,0
1005,happy blanket,1
1006,tritanopic blind increase of accumulation to,0
1007,tai in of,0
1008,goosy blockheaded alienated unoriented,0
1009,coatee to in,0
1010,beyond valour,1
1011,impostor,1
1012,nsw slither treat,0
1013,cybercrime turn change,0
1014,leonidas enable endow,0
1015,fall from grace,1
1016,impoverish in guadalcanal insolvency mush drive culminate polyphonically into consume destroy,0
1017,voyeurism in malpractice phenolphthalein concretism of to shape determine,0
1018,the traitor baru cormorant,1
1019,long the imperial way,1
1020,plain inculpable innocent absolved forgive,0
1021,ump mottling regular,0
1022,downspin worsening about to shtik business,0
1023,geography club,1
1024,the lost treasure of talus scree,1
1025,the years of rice and salt,1
1026,ringing with surround,0
1027,getting it together,1
1028,tenuity imperfection for state mosquito inventor patentee,0
1029,vitreous by to,0
1030,a necessary evil,1
1031,bioluminescent of countryman distributor,0
1032,html milky incomprehensible,0
1033,in search of wagner,1
1034,zygote,1
1035,traveling shoes,1
1036,sixteen,1
1037,radiance,1
1038,augusta locke,1
1039,the riot,1
1040,orphan train,1
1041,wrecker,1
1042,uzbekistani tarheel ratchet,0
1043,a history of childhood and murder,1
1044,vascularity property in,0
1045,gunsmoke and gold,1
1046,uvulitis burning change,0
1047,pretrial conference takedown,0
1048,super bowl,1
1049,the upper crust,1
1050,alca immunity ask by,0
1051,the sandalwood tree,1
1052,tishomingo blues,1
1053,cheerfully perfect of of strangulate astringe,0
1054,cricketer under in,0
1055,affenpinscher on to of without,0
1056,the fallen spaceman,1
1057,sendee recipient annuitant drinker,0
1058,solemnity seriousness unsoundness for,0
1059,wormfood,1
1060,spiral curve in,0
1061,crossover dribble,1
1062,intimidated discourage reject orphan person,0
1063,manse mansion palace house unit,0
1064,refutation determination otorrhea to over paleopathology,0
1065,riptide,1
1066,mensurate shoot smallholder to farmer foremost of with unkempt on,0
1067,the staff,1
1068,manic on phantasmagoric to in fancy methylphenidate for of fanciful creative,0
1069,ophidism poisoning recombine compound,0
1070,orison invocation chimera,0
1071,freighter my partner,1
1072,candlemas courtship,1
1073,about that man,1
1074,attractor molva attention for implantation slowness,0
1075,the great pyramid robbery,1
1076,underwater submarine sandwich syndicate bacteria microorganism,0
1077,blither unconcerned uninvolved,0
1078,reproving rewardful communication,0
1079,the widows guild,1
1080,kith and kin,1
1081,amended dreams,1
1082,altai,1
1083,ablaze light softness,0
1084,pommy dialogue scandalous,0
1085,until there was you,1
1086,raving awkward work,0
1087,jaguar jungle,1
1088,the wild rose of kilgannon,1
1089,just wanna testify,1
1090,malacopterygian in of,0
1091,fresnel for pawnbroker usurer from,0
1092,colic melagra suffocation choking,0
1093,shivering world,1
1094,coronet crown blanket,0
1095,how i spank my wife,1
1096,reanimator,1
1097,synovia for salivation,0
1098,malpighi analogous like totemism at duse,0
1099,va oblige enforce homework run,0
1100,skivvies with home to eolith tool move but,0
1101,frenchwoman for convey,0
1102,spectacularly of unlogical bronchitic of pithy concise of,0
1103,exterminable looping eradicable quaffer,0
1104,stealthy to obscure inglorious unprincipled patented like appendicularia larvacean tunicate,0
1105,jelly belly,1
1106,dogleg angle vermeer to travel ski,0
1107,the untamed argentinian,1
1108,evernia dray for above,0
1109,the dawning,1
1110,mystery of the crater,1
1111,madden against persecute including quakerism red bloody,0
1112,tinamidae of longanberry,0
1113,unenviable unfathomable of,0
1114,animality of inner in,0
1115,pastorals of dorset,1
1116,toradol elongate of,0
1117,lady leatherneck,1
1118,nee madoqua of atm,0
1119,undependableness git irreproducibility irresponsibility flightiness disequilibrium imbalance,0
1120,hypoadrenocorticism amenableness tameness dullness jejunity with unwholesomeness insalubrity quality burnish effortlessness,0
1121,whirl affinity of,0
1122,fatal flaw,1
1123,twice a moonshiner,1
1124,dirty deeds,1
1125,blood on the reaper,1
1126,deadly distrust,1
1127,electrification on blaxploitation of of psi,0
1128,belling after alliterate mismatch,0
1129,davy agora with,0
1130,channelise but inexact,0
1131,mae and the moon,1
1132,prideful joyous ecstatic,0
1133,australasia divulgence of disclosure,0
1134,fashioning a romance,1
1135,northkill,1
1136,emily windsnap and the monster from the deep,1
1137,bathing ugly,1
1138,cable,1
1139,bruno and the crumhorn,1
1140,sardonically defectively questionnaire,0
1141,links themis in,0
1142,shaking palpitate tremble,0
1143,twill is hungry,1
1144,carter worker on energizer,0
1145,knot armamentarium room,0
1146,the sceptic,1
1147,npc in plan,0
1148,horse shoe bottoms,1
1149,beachwear to nightshirt,0
1150,chapatti to flatbread,0
1151,impracticability infeasibility worthlessness inutility,0
1152,photocopy reproduce breed to with,0
1153,sigmoidectomy ablation salpingectomy,0
1154,brimming fill act,0
1155,rhyming life and death,1
1156,the flockmaster of poison creek,1
1157,firestorm for before,0
1158,ligan wreckage lagan,0
1159,pa jinglebob and the grabble gang,1
1160,immatureness on out about childhood,0
1161,the ring of five dragons,1
1162,fingerlike like tell for crack,0
1163,through a film darkly,1
1164,our place by the sea,1
1165,offhand of from,0
1166,backspace from to proportion,0
1167,the book of you,1
1168,recital,1
1169,scalawag villain character to photograph gradation,0
1170,the outsiders,1
1171,emberiza fanatically to in,0
1172,crimped to death,1
1173,shaddock pomelo to up in,0
1174,backside irate in particle,0
1175,reservist soldier worker in neuropteron,0
1176,disputation dubiousness uncertainty from vaulted riskiness,0
1177,leporid game by animal,0
1178,the white linen nurse,1
1179,under the corsican,1
1180,divagation message to,0
1181,on planet fruitcake,1
1182,alkahest denouement at conservative result,0
1183,interspecies ledgeman near,0
1184,dimple mark afflict,0
1185,little fuzzy,1
1186,painting mona lisa,1
1187,indian pipes,1
1188,carnival,1
1189,the secret intensity of everyday life,1
1190,laugher victory checkmate ultrasound,0
1191,the annulment,1
1192,watch you die,1
1193,undying of over about immortal for,0
1194,featured of have senior,0
1195,the corrections,1
1196,backslapper through to enthusiast fancier routine,0
1197,blackthorn,1
1198,rappahannock line,1
1199,contuse grant forgive exempt opencut equalize,0
1200,handfuls of hope and faith,1
1201,galvanize to blindfold refurnish to commelinidae absurd foolish,0
1202,trichion point decoupage,0
1203,illinois for parkinsonia,0
1204,karen,1
1205,hypothyroidism myxedema cretinism,0
1206,hepaticae tendinitis abacinate,0
1207,the visitor,1
1208,the daring escape of the misfit menagerie,1
1209,nohow with griseofulvin,0
1210,the chimney sweeper,1
1211,ernie might not quite approve,1
1212,tranquility disposition since delivery,0
1213,inadmissible passion,1
1214,perithecium ascocarp ascomycete to of at,0
1215,bingle improper off irregular,0
1216,the gardener,1
1217,nonrecreational buoy in float raft,0
1218,offerings,1
1219,heavenly on worry,0
1220,the sound of one hand killing,1
1221,the bullet trick,1
1222,juniper,1
1223,adversity teaches,1
1224,unspoken love,1
1225,facets,1
1226,a not so perfect crime,1
1227,a praed street dossier,1
1228,sumerian obstruction without,0
1229,contrastive into roughly,0
1230,welcome home,1
1231,alertness in attentiveness to mindfulness combine,0
1232,best short shorts,1
1233,mesantoin to metharbital,0
1234,absolutely alfie and the princess wars,1
1235,constitutional regulating adjust,0
1236,quincy of crashing subsidiary subordinate,0
1237,explicandum genre chinoiserie,0
1238,inulin glycogen of glucosamine amino polysaccharide,0
1239,sechuana influential authoritative official to,0
1240,glade to tract regularity,0
1241,the encounter,1
1242,what dog knows,1
1243,adult games,1
1244,chute dive submarine,0
1245,prong projection matchless,0
1246,precisely by by diverseness,0
1247,temporary midst inside endocranium,0
1248,iniquitously tailgate shingle to,0
1249,willow,1
1250,aetiological bitch periodic,0
1251,propitiative instancy of yielding compensate of found skyscraper building,0
1252,christmas traditions at grace chapel inn,1
1253,lipstick,1
1254,animadversion interdict of,0
1255,instilling to discompose on to,0
1256,worsted make look,0
1257,night of the scrawler,1
1258,simoon,1
1259,faubourg comprehensively suburb,0
1260,determinant to certain reliable,0
1261,syllogize reason nonallele,0
1262,humanness quality portico anteroom,0
1263,scaramouche heavenly pollenate,0
1264,grange house,1
1265,tiras de papel,1
1266,kitakyushu lug transport,0
1267,the agreement,1
1268,tachogram graph crescent draw,0
1269,hippocrates of to by up,0
1270,rudd in cyprinid,0
1271,the boy scouts of the geological survey,1
1272,deriving make to change tetrachloroethylene cash requite refund payment,0
1273,whitewater wooing,1
1274,linear equations,1
1275,iberian betrayal,1
1276,melodrama comedy facetiousness,0
1277,my runny valenslime,1
1278,buddha ammonia of in cajolingly misdemeanor transgression depravity,0
1279,the provincial lady goes further,1
1280,mr and mrs haddock abroad,1
1281,accomplice word before concealed,0
1282,the binding chain,1
1283,sikkim in for zarpanit of evidential,0
1284,arty,1
1285,rhd of flaxseed,0
1286,mystery stories,1
1287,parathyroid spick aboulia for unmatched,0
1288,testudinata scaphopod to invertebrate for,0
1289,dombey and son,1
1290,sortie flight creativity formation of split,0
1291,landler to donetske,0
1292,suede chamois terseness laconism cogitable conciseness duration,0
1293,jet jetliner to disparate,0
1294,heavenly date and other flirtations,1
1295,scarf sable marten fisher,0
1296,laudo gunflint of,0
1297,the last light of the sun,1
1298,conjurer bone to up superficial,0
1299,lodgment allegation aggrieve accusation accoutre assertion dapperness,0
1300,hydrographical autacoid prostaglandin,0
1301,rotationally driven power,0
1302,vocalizer of in,0
1303,helot makeshift serf thrall,0
1304,a study of two methods to increase the efficiency of the species composition survey,1
1305,an australian millionaire,1
1306,satirist for humorist,0
1307,the old bunch,1
1308,pride has a fall,1
1309,gorgeously telephony medium megilp with,0
1310,autogyro singing to melodious defiant,0
1311,the damned season,1
1312,work for a million,1
1313,the last of our kind,1
1314,gonadotrophin lactogen prolactin,0
1315,shy cinderella,1
1316,the singing,1
1317,feral to perceivable party,0
1318,the chemistry of death,1
1319,folk tales and fables from the gambia,1
1320,surf summer,1
1321,stibnite of mineral inorganic until,0
1322,vulnerability,1
1323,junky,1
1324,the mighty ants and other cases,1
